"_tid","v","_vp","c","fid","fuid","mime","pr","set","u"
"56681133#AgADdSAAAv-OMUo","ти їблан","""ти ""","1700769157","CAACAgIAAxUAAWVfqtWTUIQbBgcSFh9qi1nK9hLiAAJ1IAAC_44xSh2J2t2uHqjuMwQ","AgADdSAAAv-OMUo","","","ukrainianplease","56681133"
"56681133#AgADdSAAAv-OMUo","ты еблан","""ты ""","1700769157","CAACAgIAAxUAAWVfqtWTUIQbBgcSFh9qi1nK9hLiAAJ1IAAC_44xSh2J2t2uHqjuMwQ","AgADdSAAAv-OMUo","","","ukrainianplease","56681133"
"56681133#AgADdSAAAv-OMUo","їблан","їбл","1700769157","CAACAgIAAxUAAWVfqtWTUIQbBgcSFh9qi1nK9hLiAAJ1IAAC_44xSh2J2t2uHqjuMwQ","AgADdSAAAv-OMUo","","","ukrainianplease","56681133"
"56681133#AgADbEkAAl_QAUk","be honest","""be ""","1713375586","CAACAgIAAxkDAAIfeGYgCVwwZOGWeKbMhps8cFU8Y8TBAAJsSQACX9ABSTJdnaWCmwQvNAQ","AgADbEkAAl_QAUk","","","","56681133"
"56681133#AgADbEkAAl_QAUk","daddys gonna kill hi","dad","1713375586","CAACAgIAAxkDAAIfeGYgCVwwZOGWeKbMhps8cFU8Y8TBAAJsSQACX9ABSTJdnaWCmwQvNAQ","AgADbEkAAl_QAUk","","","","56681133"
"56681133#AgADbEkAAl_QAUk","gonna be honest","gon","1713375586","CAACAgIAAxkDAAIfeGYgCVwwZOGWeKbMhps8cFU8Y8TBAAJsSQACX9ABSTJdnaWCmwQvNAQ","AgADbEkAAl_QAUk","","","","56681133"
"56681133#AgADbEkAAl_QAUk","gonna kill himself","gon","1713375586","CAACAgIAAxkDAAIfeGYgCVwwZOGWeKbMhps8cFU8Y8TBAAJsSQACX9ABSTJdnaWCmwQvNAQ","AgADbEkAAl_QAUk","","","","56681133"
"56681133#AgADbEkAAl_QAUk","hehe yay","heh","1713375586","CAACAgIAAxkDAAIfeGYgCVwwZOGWeKbMhps8cFU8Y8TBAAJsSQACX9ABSTJdnaWCmwQvNAQ","AgADbEkAAl_QAUk","","","","56681133"
"56681133#AgADbEkAAl_QAUk","honest","hon","1713375586","CAACAgIAAxkDAAIfeGYgCVwwZOGWeKbMhps8cFU8Y8TBAAJsSQACX9ABSTJdnaWCmwQvNAQ","AgADbEkAAl_QAUk","","","","56681133"
"56681133#AgADbEkAAl_QAUk","im gonna be honest","""im ""","1713375586","CAACAgIAAxkDAAIfeGYgCVwwZOGWeKbMhps8cFU8Y8TBAAJsSQACX9ABSTJdnaWCmwQvNAQ","AgADbEkAAl_QAUk","","","","56681133"
"56681133#AgADbEkAAl_QAUk","kill himself","kil","1713375586","CAACAgIAAxkDAAIfeGYgCVwwZOGWeKbMhps8cFU8Y8TBAAJsSQACX9ABSTJdnaWCmwQvNAQ","AgADbEkAAl_QAUk","","","","56681133"
"56681133#AgADbEkAAl_QAUk","kitten","kit","1713375586","CAACAgIAAxkDAAIfeGYgCVwwZOGWeKbMhps8cFU8Y8TBAAJsSQACX9ABSTJdnaWCmwQvNAQ","AgADbEkAAl_QAUk","","","","56681133"
"56681133#AgADbEkAAl_QAUk","yay","yay","1713375586","CAACAgIAAxkDAAIfeGYgCVwwZOGWeKbMhps8cFU8Y8TBAAJsSQACX9ABSTJdnaWCmwQvNAQ","AgADbEkAAl_QAUk","","","","56681133"
"56681133#AgADJAADrkAdPQ","мужики пятница урааа","муж","1700761681","CAACAgIAAxkBAAIE-WVeJv2u9bBDZLKoYVvxv2CBEcVkAAIkAAOuQB09K15u0CkgiV8zBA","AgADJAADrkAdPQ","","","postevangelion_by_fStikBot","56681133"
"56681133#AgADJAADrkAdPQ","пятница урааа","пят","1700761683","CAACAgIAAxkBAAIE-WVeJv2u9bBDZLKoYVvxv2CBEcVkAAIkAAOuQB09K15u0CkgiV8zBA","AgADJAADrkAdPQ","","","postevangelion_by_fStikBot","56681133"
"56681133#AgADJAADrkAdPQ","урааа","ура","1700761682","CAACAgIAAxkBAAIE-WVeJv2u9bBDZLKoYVvxv2CBEcVkAAIkAAOuQB09K15u0CkgiV8zBA","AgADJAADrkAdPQ","","","postevangelion_by_fStikBot","56681133"
"56681133#AgADEQAD_wzODA","можу","мож","1700821052","CAACAgIAAxUAAWVgd8F4fcN2PtoWHEaLNCNV37ToAAIRAAP_DM4MQvEQ_aVrZl0zBA","AgADEQAD_wzODA","","","uameme","56681133"
"56681133#AgADEQAD_wzODA","не можу","""не ""","1700821052","CAACAgIAAxUAAWVgd8F4fcN2PtoWHEaLNCNV37ToAAIRAAP_DM4MQvEQ_aVrZl0zBA","AgADEQAD_wzODA","","","uameme","56681133"
"56681133#AgADEQAD_wzODA","українською не можу","укр","1700821052","CAACAgIAAxUAAWVgd8F4fcN2PtoWHEaLNCNV37ToAAIRAAP_DM4MQvEQ_aVrZl0zBA","AgADEQAD_wzODA","","","uameme","56681133"
"56681133#AgADBgADkp8eEQ","мой хороший","мой","1700899559","CAACAgIAAxUAAWVhqqjjr7Wgj4bdDw6KX2r7AAFk7AACBgADkp8eEcM4hko9d5vpMwQ","AgADBgADkp8eEQ","","","Catkus","56681133"
"56681133#AgADBgADkp8eEQ","хороший","хор","1700899559","CAACAgIAAxUAAWVhqqjjr7Wgj4bdDw6KX2r7AAFk7AACBgADkp8eEcM4hko9d5vpMwQ","AgADBgADkp8eEQ","","","Catkus","56681133"
"56681133#AgADMTkAAtRmwEs","corgi","cor","1708780427","CAACAgIAAxkBAAIcx2XZ63Plfl6KeGbQ4IlEg3VTshdqAAIxOQAC1GbAS02kofVkF4w9NAQ","AgADMTkAAtRmwEs","","false","cats_memes_tiktok","56681133"
"56681133#AgADMTkAAtRmwEs","довольный корги","дов","1708780427","CAACAgIAAxkBAAIcx2XZ63Plfl6KeGbQ4IlEg3VTshdqAAIxOQAC1GbAS02kofVkF4w9NAQ","AgADMTkAAtRmwEs","","false","cats_memes_tiktok","56681133"
"56681133#AgADMTkAAtRmwEs","корги","кор","1708780427","CAACAgIAAxkBAAIcx2XZ63Plfl6KeGbQ4IlEg3VTshdqAAIxOQAC1GbAS02kofVkF4w9NAQ","AgADMTkAAtRmwEs","","false","cats_memes_tiktok","56681133"
"56681133#AgADMTkAAtRmwEs","коргі","кор","1708780427","CAACAgIAAxkBAAIcx2XZ63Plfl6KeGbQ4IlEg3VTshdqAAIxOQAC1GbAS02kofVkF4w9NAQ","AgADMTkAAtRmwEs","","false","cats_memes_tiktok","56681133"
"56681133#AgADNhQAArQfeUg","блять я їбав","бля","1700767218","CAACAgIAAxUAAWVfpXcwilcJMXITyuG82MjITIDkAAI2FAACtB95SBm0Ei3H3-uZMwQ","AgADNhQAArQfeUg","","","gifiYaroslavaVizhdia_by_fStikBot","56681133"
"56681133#AgADNhQAArQfeUg","мавпа блять я їбав","мав","1700767218","CAACAgIAAxUAAWVfpXcwilcJMXITyuG82MjITIDkAAI2FAACtB95SBm0Ei3H3-uZMwQ","AgADNhQAArQfeUg","","","gifiYaroslavaVizhdia_by_fStikBot","56681133"
"56681133#AgADNhQAArQfeUg","я їбав","я ї","1700767218","CAACAgIAAxUAAWVfpXcwilcJMXITyuG82MjITIDkAAI2FAACtB95SBm0Ei3H3-uZMwQ","AgADNhQAArQfeUg","","","gifiYaroslavaVizhdia_by_fStikBot","56681133"
"56681133#AgADNhQAArQfeUg","їбав","їба","1700767218","CAACAgIAAxUAAWVfpXcwilcJMXITyuG82MjITIDkAAI2FAACtB95SBm0Ei3H3-uZMwQ","AgADNhQAArQfeUg","","","gifiYaroslavaVizhdia_by_fStikBot","56681133"
"56681133#AgADTDsAAkj4AAFK","призрак","при","1700761684","CAACAgIAAxkBAAIEzWVeHdvoQOOZueWPkdtLdprspMnYAAJMOwACSPgAAUrEL70Rs3AU6DME","AgADTDsAAkj4AAFK","","","TheRing","56681133"
"56681133#AgADagADPqecCg","в пизду","в п","1717952798","CAACAgIAAxkBAAIgQWZl4RF7OOkwRzftediEjq49Cc75AAJqAAM-p5wKCmETnb9W4dw1BA","AgADagADPqecCg","","","OldFiftyfour","56681133"
"56681133#AgADagADPqecCg","в пізду","в п","1717952798","CAACAgIAAxkBAAIgQWZl4RF7OOkwRzftediEjq49Cc75AAJqAAM-p5wKCmETnb9W4dw1BA","AgADagADPqecCg","","","OldFiftyfour","56681133"
"56681133#AgADagADPqecCg","лечу в пизду","леч","1717952798","CAACAgIAAxkBAAIgQWZl4RF7OOkwRzftediEjq49Cc75AAJqAAM-p5wKCmETnb9W4dw1BA","AgADagADPqecCg","","","OldFiftyfour","56681133"
"56681133#AgADagADPqecCg","лечу в пізду","леч","1717952798","CAACAgIAAxkBAAIgQWZl4RF7OOkwRzftediEjq49Cc75AAJqAAM-p5wKCmETnb9W4dw1BA","AgADagADPqecCg","","","OldFiftyfour","56681133"
"56681133#AgADagADPqecCg","пизду","пиз","1717952798","CAACAgIAAxkBAAIgQWZl4RF7OOkwRzftediEjq49Cc75AAJqAAM-p5wKCmETnb9W4dw1BA","AgADagADPqecCg","","","OldFiftyfour","56681133"
"56681133#AgADagADPqecCg","пізду","піз","1717952799","CAACAgIAAxkBAAIgQWZl4RF7OOkwRzftediEjq49Cc75AAJqAAM-p5wKCmETnb9W4dw1BA","AgADagADPqecCg","","","OldFiftyfour","56681133"
"56681133#AgAEAQAC6v0qFw","гля на нього","гля","1700829380","CAACAgIAAxUAAWVgh60bWH8KlxTCK3AXw0bboGJfAAMBAALq_SoXrH3VutIrrwgzBA","AgAEAQAC6v0qFw","","","ukrmem_culture","56681133"
"56681133#AgAEAQAC6v0qFw","на него","""на ""","1700829380","CAACAgIAAxUAAWVgh60bWH8KlxTCK3AXw0bboGJfAAMBAALq_SoXrH3VutIrrwgzBA","AgAEAQAC6v0qFw","","","ukrmem_culture","56681133"
"56681133#AgAEAQAC6v0qFw","на нього","""на ""","1700829380","CAACAgIAAxUAAWVgh60bWH8KlxTCK3AXw0bboGJfAAMBAALq_SoXrH3VutIrrwgzBA","AgAEAQAC6v0qFw","","","ukrmem_culture","56681133"
"56681133#AgAEAQAC6v0qFw","него","нег","1700829380","CAACAgIAAxUAAWVgh60bWH8KlxTCK3AXw0bboGJfAAMBAALq_SoXrH3VutIrrwgzBA","AgAEAQAC6v0qFw","","","ukrmem_culture","56681133"
"56681133#AgAEAQAC6v0qFw","нього","ньо","1700829380","CAACAgIAAxUAAWVgh60bWH8KlxTCK3AXw0bboGJfAAMBAALq_SoXrH3VutIrrwgzBA","AgAEAQAC6v0qFw","","","ukrmem_culture","56681133"
"56681133#AgAEAQAC6v0qFw","смотри на него","смо","1700829380","CAACAgIAAxUAAWVgh60bWH8KlxTCK3AXw0bboGJfAAMBAALq_SoXrH3VutIrrwgzBA","AgAEAQAC6v0qFw","","","ukrmem_culture","56681133"
"56681133#AgADcg8AAkbnWEg","деньги","#56681133","1704735782","CAACAgIAAxUAAWWa_ZGrfdUwqcvPzdmgh24N-u_wAAJyDwACRudYSMeL4c3cu3VpNAQ","AgADcg8AAkbnWEg","","true","Donbrella","56681133"
"56681133#AgADcg8AAkbnWEg","никита деньги","#56681133","1704735782","CAACAgIAAxUAAWWa_ZGrfdUwqcvPzdmgh24N-u_wAAJyDwACRudYSMeL4c3cu3VpNAQ","AgADcg8AAkbnWEg","","true","Donbrella","56681133"
"56681133#AgADLhsAAhopIUk","зроз","зро","1700768855","CAACAgIAAxkDAAINbWVfrESswfp3LaBkNendfC0cYa93AAIuGwACGikhSeFdSR1jKD_0MwQ","AgADLhsAAhopIUk","","","ukrainianplease","56681133"
"56681133#AgADLhsAAhopIUk","клоун","кло","1700768855","CAACAgIAAxkDAAINbWVfrESswfp3LaBkNendfC0cYa93AAIuGwACGikhSeFdSR1jKD_0MwQ","AgADLhsAAhopIUk","","","ukrainianplease","56681133"
"56681133#AgADHQADrkAdPQ","asuka","asu","1700761685","CAACAgIAAxkBAAIE_2VeJyZczFePUg30XhJpM0e72nyUAAIdAAOuQB09KYU_0Vi_l2IzBA","AgADHQADrkAdPQ","","","postevangelion_by_fStikBot","56681133"
"56681133#AgADHQADrkAdPQ","аска","аск","1700761686","CAACAgIAAxkBAAIE_2VeJyZczFePUg30XhJpM0e72nyUAAIdAAOuQB09KYU_0Vi_l2IzBA","AgADHQADrkAdPQ","","","postevangelion_by_fStikBot","56681133"
"56681133#AgADHQADrkAdPQ","асука","асу","1700761687","CAACAgIAAxkBAAIE_2VeJyZczFePUg30XhJpM0e72nyUAAIdAAOuQB09KYU_0Vi_l2IzBA","AgADHQADrkAdPQ","","","postevangelion_by_fStikBot","56681133"
"56681133#AgADmwwAAqvWuUk","clown","clo","1700761688","CAACAgIAAxkBAAIE32VeIGqbrsCoedISrpLUQSzaxZiIAAKbDAACq9a5SbSPC_j3Y_Q1MwQ","AgADmwwAAqvWuUk","","","fiftyDLC","56681133"
"56681133#AgADmwwAAqvWuUk","клоун ты потерял","кло","1700761690","CAACAgIAAxkBAAIE32VeIGqbrsCoedISrpLUQSzaxZiIAAKbDAACq9a5SbSPC_j3Y_Q1MwQ","AgADmwwAAqvWuUk","","","fiftyDLC","56681133"
"56681133#AgADmwwAAqvWuUk","потерял","пот","1700761689","CAACAgIAAxkBAAIE32VeIGqbrsCoedISrpLUQSzaxZiIAAKbDAACq9a5SbSPC_j3Y_Q1MwQ","AgADmwwAAqvWuUk","","","fiftyDLC","56681133"
"56681133#AgADmwwAAqvWuUk","ты потерял","""ты ""","1700761691","CAACAgIAAxkBAAIE32VeIGqbrsCoedISrpLUQSzaxZiIAAKbDAACq9a5SbSPC_j3Y_Q1MwQ","AgADmwwAAqvWuUk","","","fiftyDLC","56681133"
"56681133#AgADFAMAAnshFFM","siziphus","siz","1709926685","CgACAgQAAxkBAAIdTGXraQ4q8G9coJW7rKy4ssC3WQh1AAIUAwACeyEUU-ERCvpCU-YgNAQ","AgADFAMAAnshFFM","1","","","56681133"
"56681133#AgADFAMAAnshFFM","камень сизифа","кам","1709926685","CgACAgQAAxkBAAIdTGXraQ4q8G9coJW7rKy4ssC3WQh1AAIUAwACeyEUU-ERCvpCU-YgNAQ","AgADFAMAAnshFFM","1","","","56681133"
"56681133#AgADFAMAAnshFFM","камінь сізіфа","кам","1709926685","CgACAgQAAxkBAAIdTGXraQ4q8G9coJW7rKy4ssC3WQh1AAIUAwACeyEUU-ERCvpCU-YgNAQ","AgADFAMAAnshFFM","1","","","56681133"
"56681133#AgADFAMAAnshFFM","сизифа","сиз","1709926685","CgACAgQAAxkBAAIdTGXraQ4q8G9coJW7rKy4ssC3WQh1AAIUAwACeyEUU-ERCvpCU-YgNAQ","AgADFAMAAnshFFM","1","","","56681133"
"56681133#AgADFAMAAnshFFM","сізіфа","сіз","1709926685","CgACAgQAAxkBAAIdTGXraQ4q8G9coJW7rKy4ssC3WQh1AAIUAwACeyEUU-ERCvpCU-YgNAQ","AgADFAMAAnshFFM","1","","","56681133"
"56681133#AgADCAADLNzcLA","asuka","asu","1700761692","CAACAgIAAxkDAAIFB2VeJ0jxyWhquiqPV3Obkx5Rnwc3AAIIAAMs3NwsJa93T2MoB90zBA","AgADCAADLNzcLA","","","Asochka","56681133"
"56681133#AgADCAADLNzcLA","аска","аск","1700761693","CAACAgIAAxkDAAIFB2VeJ0jxyWhquiqPV3Obkx5Rnwc3AAIIAAMs3NwsJa93T2MoB90zBA","AgADCAADLNzcLA","","","Asochka","56681133"
"56681133#AgADCAADLNzcLA","асука","асу","1700761694","CAACAgIAAxkDAAIFB2VeJ0jxyWhquiqPV3Obkx5Rnwc3AAIIAAMs3NwsJa93T2MoB90zBA","AgADCAADLNzcLA","","","Asochka","56681133"
"56681133#AgADoUQAAkeBaUs","пінгвін","пін","1709994548","CAACAgIAAxkDAAId3mXscizK1ASnuxeMrflCl8HYPSs-AAKhRAACR4FpS7iUxQFXLuq-NAQ","AgADoUQAAkeBaUs","","","","56681133"
"56681133#AgADnRAAAoJteUo","твиттер","тви","1700824516","CAACAgIAAxkDAAITfWVghb5Hl81LpAHjx6yqEWC5HaQpAAKdEAACgm15Suq4BIUAAdkxhTME","AgADnRAAAoJteUo","","","novinach_2021","56681133"
"56681133#AgADnRAAAoJteUo","твіттер","тві","1700824516","CAACAgIAAxkDAAITfWVghb5Hl81LpAHjx6yqEWC5HaQpAAKdEAACgm15Suq4BIUAAdkxhTME","AgADnRAAAoJteUo","","","novinach_2021","56681133"
"56681133#AgADzSAAAlSumEg","а по жое","а п","1700824390","CAACAgIAAxUAAWVgfI_6Ft6Tv7xmlhDwxL8GmSg-AALNIAACVK6YSGF__81H3IGnMwQ","AgADzSAAAlSumEg","","","memesukraine","56681133"
"56681133#AgADzSAAAlSumEg","а по жопі","а п","1700824390","CAACAgIAAxUAAWVgfI_6Ft6Tv7xmlhDwxL8GmSg-AALNIAACVK6YSGF__81H3IGnMwQ","AgADzSAAAlSumEg","","","memesukraine","56681133"
"56681133#AgADzSAAAlSumEg","жое","жое","1700824390","CAACAgIAAxUAAWVgfI_6Ft6Tv7xmlhDwxL8GmSg-AALNIAACVK6YSGF__81H3IGnMwQ","AgADzSAAAlSumEg","","","memesukraine","56681133"
"56681133#AgADzSAAAlSumEg","жопі","жоп","1700824390","CAACAgIAAxUAAWVgfI_6Ft6Tv7xmlhDwxL8GmSg-AALNIAACVK6YSGF__81H3IGnMwQ","AgADzSAAAlSumEg","","","memesukraine","56681133"
"56681133#AgADzSAAAlSumEg","по жое","""по ""","1700824390","CAACAgIAAxUAAWVgfI_6Ft6Tv7xmlhDwxL8GmSg-AALNIAACVK6YSGF__81H3IGnMwQ","AgADzSAAAlSumEg","","","memesukraine","56681133"
"56681133#AgADzSAAAlSumEg","по жопі","""по ""","1700824390","CAACAgIAAxUAAWVgfI_6Ft6Tv7xmlhDwxL8GmSg-AALNIAACVK6YSGF__81H3IGnMwQ","AgADzSAAAlSumEg","","","memesukraine","56681133"
"56681133#AgAEDAACJeb4Sg","smokes","smo","1700763827","CAACAgIAAxUAAWVc3ZG7kfvmUcGSaXdujDLQoy3eAAMMAAIl5vhKaLZ5Nt-ddxozBA","AgAEDAACJeb4Sg","","","fbrruus","56681133"
"56681133#AgAEDAACJeb4Sg","курит","кур","1700763827","CAACAgIAAxUAAWVc3ZG7kfvmUcGSaXdujDLQoy3eAAMMAAIl5vhKaLZ5Nt-ddxozBA","AgAEDAACJeb4Sg","","","fbrruus","56681133"
"56681133#AgADBRQAAonEkEg","котик","кот","1700824783","CAACAgIAAxUAAWVghoxLYeXcmyyGVin2B3nsoNtxAAIFFAACicSQSCZFqJRnv-01MwQ","AgADBRQAAonEkEg","","","strangesticks_by_fStikBot","56681133"
"56681133#AgADGAgAAkVRkw4","пожрем","пож","1700761696","CAACAgIAAxUAAWVc176nQrICQznKna7JdZuTRBIsAAIYCAACRVGTDpd5rUApoQJfMwQ","AgADGAgAAkVRkw4","","","Cutecatsmeme","56681133"
"56681133#AgADGAgAAkVRkw4","пошли пожрем","пош","1700761695","CAACAgIAAxUAAWVc176nQrICQznKna7JdZuTRBIsAAIYCAACRVGTDpd5rUApoQJfMwQ","AgADGAgAAkVRkw4","","","Cutecatsmeme","56681133"
"56681133#AgADVRUAAt8neUs","клоун","#56681133","1704735757","CAACAgIAAxUAAWWa_ZHfm91jNoT137eYj2uiec6lAAJVFQAC3yd5Sw6kxz5zLBLPNAQ","AgADVRUAAt8neUs","","true","Donbrella","56681133"
"56681133#AgADVRUAAt8neUs","никита клоун","#56681133","1704735757","CAACAgIAAxUAAWWa_ZHfm91jNoT137eYj2uiec6lAAJVFQAC3yd5Sw6kxz5zLBLPNAQ","AgADVRUAAt8neUs","","true","Donbrella","56681133"
"56681133#AgAD-CMAAswsiEs","бабуїни","баб","1700763925","CAACAgIAAxkBAAIKmWVfmQy7IkVFgrc6qZGPzFiD4cSyAAL4IwACzCyIS0pxDORBU23JMwQ","AgAD-CMAAswsiEs","","","bazovani_mavpy","56681133"
"56681133#AgAD-CMAAswsiEs","вечора ми з україни","веч","1700763925","CAACAgIAAxkBAAIKmWVfmQy7IkVFgrc6qZGPzFiD4cSyAAL4IwACzCyIS0pxDORBU23JMwQ","AgAD-CMAAswsiEs","","","bazovani_mavpy","56681133"
"56681133#AgAD-CMAAswsiEs","""доброго вечора ми з ""","доб","1700763925","CAACAgIAAxkBAAIKmWVfmQy7IkVFgrc6qZGPzFiD4cSyAAL4IwACzCyIS0pxDORBU23JMwQ","AgAD-CMAAswsiEs","","","bazovani_mavpy","56681133"
"56681133#AgAD-CMAAswsiEs","з україни","з у","1700763925","CAACAgIAAxkBAAIKmWVfmQy7IkVFgrc6qZGPzFiD4cSyAAL4IwACzCyIS0pxDORBU23JMwQ","AgAD-CMAAswsiEs","","","bazovani_mavpy","56681133"
"56681133#AgAD-CMAAswsiEs","ми з україни","""ми ""","1700763925","CAACAgIAAxkBAAIKmWVfmQy7IkVFgrc6qZGPzFiD4cSyAAL4IwACzCyIS0pxDORBU23JMwQ","AgAD-CMAAswsiEs","","","bazovani_mavpy","56681133"
"56681133#AgADiUkAApLvEEk","америка зеленський","аме","1721855365","CgACAgIAAxkBAAIiLWahbXTyGjShWecBOjH2D8L5ZMMQAAKJSQACku8QSbSPC_eOrfPiNQQ","AgADiUkAApLvEEk","1","","","56681133"
"56681133#AgADiUkAApLvEEk","зеленский сша америк","зел","1721855365","CgACAgIAAxkBAAIiLWahbXTyGjShWecBOjH2D8L5ZMMQAAKJSQACku8QSbSPC_eOrfPiNQQ","AgADiUkAApLvEEk","1","","","56681133"
"56681133#AgADiUkAApLvEEk","зеленський","зел","1721855365","CgACAgIAAxkBAAIiLWahbXTyGjShWecBOjH2D8L5ZMMQAAKJSQACku8QSbSPC_eOrfPiNQQ","AgADiUkAApLvEEk","1","","","56681133"
"56681133#AgADiUkAApLvEEk","сша америка зеленськ","сша","1721855365","CgACAgIAAxkBAAIiLWahbXTyGjShWecBOjH2D8L5ZMMQAAKJSQACku8QSbSPC_eOrfPiNQQ","AgADiUkAApLvEEk","1","","","56681133"
"56681133#AgADr0IAAn7zcEo","""відношення до цього ""","від","1719579982","CgACAgIAAxkBAAIhUWZ-tUDyXm5vhVU0Dj5Gv6iJq0fmAAKvQgACfvNwSt1cNvzMCDTKNQQ","AgADr0IAAn7zcEo","1","","","56681133"
"56681133#AgADr0IAAn7zcEo","до цього каналу","""до ""","1719579982","CgACAgIAAxkBAAIhUWZ-tUDyXm5vhVU0Dj5Gv6iJq0fmAAKvQgACfvNwSt1cNvzMCDTKNQQ","AgADr0IAAn7zcEo","1","","","56681133"
"56681133#AgADr0IAAn7zcEo","малюк","мал","1719579982","CgACAgIAAxkBAAIhUWZ-tUDyXm5vhVU0Dj5Gv6iJq0fmAAKvQgACfvNwSt1cNvzMCDTKNQQ","AgADr0IAAn7zcEo","1","","","56681133"
"56681133#AgADr0IAAn7zcEo","маю відношення до ць","маю","1719579982","CgACAgIAAxkBAAIhUWZ-tUDyXm5vhVU0Dj5Gv6iJq0fmAAKvQgACfvNwSt1cNvzMCDTKNQQ","AgADr0IAAn7zcEo","1","","","56681133"
"56681133#AgADr0IAAn7zcEo","не маю відношення до","""не ""","1719579982","CgACAgIAAxkBAAIhUWZ-tUDyXm5vhVU0Dj5Gv6iJq0fmAAKvQgACfvNwSt1cNvzMCDTKNQQ","AgADr0IAAn7zcEo","1","","","56681133"
"56681133#AgADr0IAAn7zcEo","сбу та малюк","сбу","1719579982","CgACAgIAAxkBAAIhUWZ-tUDyXm5vhVU0Dj5Gv6iJq0fmAAKvQgACfvNwSt1cNvzMCDTKNQQ","AgADr0IAAn7zcEo","1","","","56681133"
"56681133#AgADr0IAAn7zcEo","та малюк","""та ""","1719579982","CgACAgIAAxkBAAIhUWZ-tUDyXm5vhVU0Dj5Gv6iJq0fmAAKvQgACfvNwSt1cNvzMCDTKNQQ","AgADr0IAAn7zcEo","1","","","56681133"
"56681133#AgADr0IAAn7zcEo","цього каналу","цьо","1719579982","CgACAgIAAxkBAAIhUWZ-tUDyXm5vhVU0Dj5Gv6iJq0fmAAKvQgACfvNwSt1cNvzMCDTKNQQ","AgADr0IAAn7zcEo","1","","","56681133"
"56681133#AgADr0IAAn7zcEo","шановне сбу та малюк","шан","1719579982","CgACAgIAAxkBAAIhUWZ-tUDyXm5vhVU0Dj5Gv6iJq0fmAAKvQgACfvNwSt1cNvzMCDTKNQQ","AgADr0IAAn7zcEo","1","","","56681133"
"56681133#AgADr0IAAn7zcEo","""я не маю відношення ""","я н","1719579982","CgACAgIAAxkBAAIhUWZ-tUDyXm5vhVU0Dj5Gv6iJq0fmAAKvQgACfvNwSt1cNvzMCDTKNQQ","AgADr0IAAn7zcEo","1","","","56681133"
"56681133#AgADzCwAAjfQOUg","брат у тебя такая кр","бра","1718871020","CAACAgIAAxUAAWZz4UNO8mQ30N2AjJ7eauEiLHuzAALMLAACN9A5SBcNlOmzuNn_NQQ","AgADzCwAAjfQOUg","","","QDAPREWFLQ_by_stikeri_stikeri_bot","56681133"
"56681133#AgADzCwAAjfQOUg","гифка я ее спизжу хо","гиф","1718871020","CAACAgIAAxUAAWZz4UNO8mQ30N2AjJ7eauEiLHuzAALMLAACN9A5SBcNlOmzuNn_NQQ","AgADzCwAAjfQOUg","","","QDAPREWFLQ_by_stikeri_stikeri_bot","56681133"
"56681133#AgADzCwAAjfQOUg","ее спизжу хорошо","""ее ""","1718871020","CAACAgIAAxUAAWZz4UNO8mQ30N2AjJ7eauEiLHuzAALMLAACN9A5SBcNlOmzuNn_NQQ","AgADzCwAAjfQOUg","","","QDAPREWFLQ_by_stikeri_stikeri_bot","56681133"
"56681133#AgADzCwAAjfQOUg","крутая гифка я ее сп","кру","1718871020","CAACAgIAAxUAAWZz4UNO8mQ30N2AjJ7eauEiLHuzAALMLAACN9A5SBcNlOmzuNn_NQQ","AgADzCwAAjfQOUg","","","QDAPREWFLQ_by_stikeri_stikeri_bot","56681133"
"56681133#AgADzCwAAjfQOUg","мавпа","мав","1718871020","CAACAgIAAxUAAWZz4UNO8mQ30N2AjJ7eauEiLHuzAALMLAACN9A5SBcNlOmzuNn_NQQ","AgADzCwAAjfQOUg","","","QDAPREWFLQ_by_stikeri_stikeri_bot","56681133"
"56681133#AgADzCwAAjfQOUg","спизжу хорошо","спи","1718871020","CAACAgIAAxUAAWZz4UNO8mQ30N2AjJ7eauEiLHuzAALMLAACN9A5SBcNlOmzuNn_NQQ","AgADzCwAAjfQOUg","","","QDAPREWFLQ_by_stikeri_stikeri_bot","56681133"
"56681133#AgADzCwAAjfQOUg","такая крутая гифка я","так","1718871020","CAACAgIAAxUAAWZz4UNO8mQ30N2AjJ7eauEiLHuzAALMLAACN9A5SBcNlOmzuNn_NQQ","AgADzCwAAjfQOUg","","","QDAPREWFLQ_by_stikeri_stikeri_bot","56681133"
"56681133#AgADzCwAAjfQOUg","тебя такая крутая ги","теб","1718871020","CAACAgIAAxUAAWZz4UNO8mQ30N2AjJ7eauEiLHuzAALMLAACN9A5SBcNlOmzuNn_NQQ","AgADzCwAAjfQOUg","","","QDAPREWFLQ_by_stikeri_stikeri_bot","56681133"
"56681133#AgADzCwAAjfQOUg","""у тебя такая крутая ""","у т","1718871020","CAACAgIAAxUAAWZz4UNO8mQ30N2AjJ7eauEiLHuzAALMLAACN9A5SBcNlOmzuNn_NQQ","AgADzCwAAjfQOUg","","","QDAPREWFLQ_by_stikeri_stikeri_bot","56681133"
"56681133#AgADzCwAAjfQOUg","я ее спизжу хорошо","я е","1718871020","CAACAgIAAxUAAWZz4UNO8mQ30N2AjJ7eauEiLHuzAALMLAACN9A5SBcNlOmzuNn_NQQ","AgADzCwAAjfQOUg","","","QDAPREWFLQ_by_stikeri_stikeri_bot","56681133"
